matched_word,awn3_synset_id,ao_concept_id,awn3_words,new_words,awn3_gloss,ao_gloss
جلجله,awn3-07403930-n,46178,جَلْجَلَة|دَوِيّ,قَرْقَعَةٌ|عَقِيرَةٌ|حِسٌّ|عَزْفٌ|غَوْغَاءُ|صَخَبٌ|هُتَافٌ|هَرْجٌ|هِيَاجٌ|تَشْوِيشٌ|ضَجِيجٌ|ضَجَّةٌ|ضَوْضَاءٌ|جَرْسٌ|جَلَبَةٌ|صُدَاحٌ|صَدَىً|صَرِيخٌ|صُرَاخٌ|صَرْخَةٌ|صَرِيرٌ|صَرَّةٌ|صَرِيفٌ|صَيْحَةٌ|صِيَاحٌ|لَغَطٌ|لَغْطٌ|اِضْطِرَابٌ|فَوْضَى|عَوِيلٌ|عَجِيجٌ|نَعيقٌ|نَعيبٌ|صَوْتٌ,صوت قوي عميق مطول,وصف للأثر السَّمْعِيُّ الذي تُحْدِثُه تَمَوُّجاتٌ ناشئةٌ من اهتزاز جسْمٍ مّا و قد يكون مزعجاً أو مري
شاحنه,awn3-04497386-n,51568,شَاحِنَة,كَمْيُونٌ|لُورِي,عربة نقل ثقيلة تستخدم لنقل البضائع والسلع المحزومة والمواد غير المعبأة كالوقود,مركبة كبيرة الحجم تستخدم لنقل البضائع
حركي,awn3-03014232-a,52473,حَرَكِي,تَحَرُّكِيٌّ,متعلق بالحركة وخصائصها وطبيعتها,صفة مادية للأجسام التي تمارس أفعال انتقالية ومتغيرة فيزيائياً
احباط,awn3-00273557-n,46542,إحباط,إِفْسَادٌ|فَسْخٌ|تَعْطِيلٌ|نَقْضٌ|مَنْعٌ|وَقَّفَ|وَقْفٌ1|إِيقَافٌ|بُطْلَانٌ|إِبْطَالٌ|تَوْقيفٌ,محاولة تثبيط الروح المعنوية بتدمير الأساس الأخلاقي لمذهب عقائدي أو سياسي,أوقف سريان أمر ما وحدوثه مما حال دون استمراره
زعامه,awn3-08398167-n,47360,قِيَادَة|زَعَامَة,رِئَاسَةٌ|سِيَادَةٌ|إِمَارَةٌ|نُفوذٌ|سُلْطَةٌ|قُوَّةٌ1|حُكْمٌ|عِمَادَةٌ|إِمَامَةٌ|إِمْرَةٌ|نِقَابَةٌ|سَيْطَرَةٌ,جماعة من الناس الذين يقودون مجموعة,دور ومنصب يقوم على تولي شؤون الناس و سياستهم
لص,awn3-10727453-n,47052,لِصّ|سَارِق,سِنِمّارٌ|سَرَّاقٌ|سَلّابٌ|فَتَّانٌ|طَرَّازٌ|نَشَّالٌ|مُخْتَلِسٌ,من يأخذ ممتلكات الغير خلسة بنية بيعها أو الاحتفاظ بها,صفة من يأخذ ما ليس له خفية بالخفاء
مانح,awn3-10045455-n,52201,مانِح|وَاهِب,مُعْطٍ,من يعطي شيئاً من الممتلكات لأحد ما كهدية دون مقابل,صفة للشخص الذي يقوم بتقديم المساعدات للآخرين دون مقابل
زامن,awn3-02666520-v,53443,صَادَفَ|تَلازَمَ|تَوَافَقَ|تَزَامَنَ|زَامَنَ,تَوَاقُتٌ|مُزَامَنَةٌ|تَزَامُنِيّةٌ,,حالة تحصل عند حدوث شيئين في نفس الوقت
صحب,awn3-01911069-v,46360,صَحِبَ|رَافَقَ,آخَى|جَالَسَ|جَاوَرَ|اِصْطَحَبَ|لَابَسَ|خادَنَ|خالَطَ|نَادَمَ|قَارَنَ|وَاكَبَ|وَاكَبَ على|أَحَبَّ|مَازَجَ|مَاشَى|آنَسَ1|آنَسَ في|آنَسَ2|عَاشَرَ|عايَشَ|ساكَنَ|صَادَقَ|صَادَقَ على|صَاحَبَ|وَدَّ|لَازَمَ|أَلِفَ|آلَفَ2,يرافقه في المشي,عملية تخالط ومشاركة شخص بآخر في يومياته وأعماله وملازمته في أوقاته
مسالمه,awn3-05955255-n,46297,مُسَالَمَة,مُهَادَنَةٌ|تَصَالُحٌ|اِطْمِئْنَانٌ|صَلُحَ|سِكِّينَةٌ|سُكُونٌ|سَكِينَةٌ|هُدْنَةٌ|طُمَأْنِيْنَةٌ|صُلْحٌ|سَلَامَةٌ|وِفَاقٌ|هُدُوءٌ|سَلَامٌ|أَمَانٌ|دَعَةٌ|تُؤَدَةٌ|أَنَاةٌ|مُصَالَحَةٌ|أَمْنٌ|سَلْمٌ|سِلْمٌ|عَفْوٌ|مَأْمَنٌ,الاعتقاد بأن الحرب وخوضها أمر خاطئ، وأن جميع النزاعات الدولية يمكن تسويتها عن طريق التحكيم,مصدر لفعل العيش بسلام بدون منازعات و حروب وخوف
زورق,awn3-02861626-n,46307,زورق,مَاخِرَةٌ|مَرْكَبٌ|مَرْكِبٌ|طَرَّادٌ|طَوْفٌ|سَفِينَةٌ|قَارِبٌ|خَلِيَّةٌ|بَاخِرَةٌ|فُلْكٌ,وسيلة نقل صغيرة الحجم تسير على الماء,مَرْكَبَ انسيابي مخصص للتنقل فوق الماء وحمل الموجودات المادية عليه
طاوله,awn3-04386330-n,46667,مِنْضَدَة|طَاوِلَة,وَلِيمَةٌ|سِمَاطٌ|قِرَىً|طَعَامٌ|عَقِيقَةٌ|مَأْدَبَةٌ|مَأْدُبَةٌ|مَائِدَةٌ|خُوَانٌ|خِوَانٌ|سُفْرَةٌ,قطعة أثاث عبارة عن خشبة مستوية عريضة ترتكز على أربع قوائم عمودية وتوضع عليها الأشياء,وصف يطلق على مجموعة المأكولات المعدة والمرتبة على مكان مخصص لتناول الطعام
شمعه,awn3-13663013-n,53105,شَمْعَة,كَنْدِيلَّا,وحدة قياس شدة الإضاءة وهي كمية الضوء التي يبثها جسم متوهج في اتجاه معين,الوحْدة التي تقاس بها شدة الإضاءة
دهني,awn3-00995188-a,52871,دهني,أَلِيفَاتِيٌّ|شَحْمِيٌّ|زَيْتِيٌّ,يحتوي على دهون أو مركب منها,مركبات عضوية تتكون من عناصر الكربون والهيدروجين والأكسجين وتتكون من وحدات بنائية تسمى حموض دهنية وتع
نازيه,awn3-08383367-n,47073,نازِيَّة,سَوْرَةٌ|سُورَةٌ|اِعْتِداءٌ|حُمَيَّاً|صَوْلَةٌ|حِدَّةٌ|سُلْطَانٌ|نُفوذٌ|سُلْطَةٌ|قُوَّةٌ1|سَطْوَةٌ|عُنْفٌ,حركة الأفكار والممارسات المرتبطة بالحزب القومي الاشتراكي في ألمانيا تمثل العنصرية والطاعة للقائد الق,شدَّة البطش والاستيلاء على أملاك الآخرين
عدد كسري,awn3-13752579-n,293246,عَدَد كَسْرِي,عَدَدْ غَيْر صَحيح,أي عدد يمكن صياغته على شكل نسبة بين عددين صحيحين إلى بعضهما,عَدَدْ نِسْبي لا يُمْكِن تَمْثيلُهُ بِدون اسْتخدامْ الكسور أَوْ الفاصِلة العَشْريّة
زعزع,awn3-00272510-v,53844,زَعْزَعَ,قَلْقَلَ|تَقَلْقَلَ|تَهَزْهَزَ|تَهَزْهَزَ إلى|زَعْزَعَ ب,يجعله غير مستقر بافتعال المشاكل أو خلق حالة تضعف القوى,تحرَّكَ وابتعد الى مكانٍ آخر
ضيف,awn3-09907302-n,48089,ضَيْف|زَائِر,عَائِدٌ|نَازِلٌ|نَزِيلٌ,الشخص الذي يزور صاحب المكان,مَنْ ينزِل عندَ غيرِهِ لفترة معيَّنة ثم يذهب
حافله,awn3-02927500-n,48685,بَاص|حَافِلَة,سَيَّارَةٌ|قَاطِرَةٌ|مَرْكَبَةٌ|عَرَبَةٌ|عَجَلَةٌ|دُولَابٌ,مركبة تستخدم لنقل الكثير من الأشخاص وهي وسيلة نقل عام,أداة تستخدم للتنقل
افتتح,awn3-02430309-v,47137,اِفْتَتَحَ|اِبْتَدّأَ|اِسْتَهَلَّ,دَشَّنَ|اِبْتَدَأَ ب|بَاشَرَ|شَرَعَ1|شَرَعَ في|بَدَأَ|بَدَأَ ب|فَتَحَ|فَتَحَ على,يبدأ أمراً ما، كاجتماع أو خطاب أو حفل,عملية الاستعداد للقيام بعمل محدد
اقتصد في,awn3-02239585-v,52972,إقتصد في|حصص|زود المؤن|زود بجراية|قسط|وَزَّعَ بِالحِصَّة,اِقْتَصَدَ|وَفَّرَ,يوزع بنسبة محدودة مسموح بها، وخاصة إذا لم تكن المادة متوفرة، كما في الجيش,واقعة توسَّط واعتدل في النفقة فلم يسرف ولم يبخل ليدَّخر جزءاً من ماله
خروج,awn3-00059339-n,48649,مُغَادَرَة|خُرُوج,بُرُوزٌ|طُلُوعٌ|نُتُوءٌ1,عملية ترك المكان إلى مكان آخر,زائدة تظهر على سطح الجسم
ميراث,awn3-00084405-n,47770,إِرْث|مِيرَاث,تَرِكَةٌ|تِرْكَةٌ,مايتركه الشخص من منصب أو لقب أو ممتلكات قبل وفاته,وصف للموجودات المادية الذي يخَلَّفَهُابعد وفاته لأبنائه وأقاربه مِنْ أَثَاثٍ وَأَمْوَالٍ وَعَقَارٍ و
متوقع,awn3-01414308-a,48202,مُحْتَمَل|مُتَوَقَّع,مُتَرَقَّبٌ|مَرْجُوٌّ|مَأْمُولٌ|مُرَجَّحٌ|مُرَجَّحَةٌ|مُمْكِنٌ|مَنْظُورٌ|مُنْتَظَرٌ|اِحْتِمَالِيَّةٌ,له فرصة الحدوث,صفة للشيء المتنبئ حصوله ووقوعه من قبل
عندما,awn3-00182828-r,54021,عِنْدَمَا|حَالَمَا|حِيْنَ,حِينَمَا|لَمَّا,في وقت حدوث الشيء مباشرة,ظرف زمان بمعنى في موعد حدوث ذلك الفعل
استنكار,awn3-06722472-n,46752,شَجْب|اِستِنْكار|رَفْض,مُمَانَعَةٌ|اِسْتِيَاءٌ|مُطَالَبَةٌ|اِعْتِراضٌ|مُقَاوَمَةٌ|مُخَالَفَةٌ|اِحْتِجَاجٌ|مُعارَضَةٌ|إِبَاءٌ|شَكْوَى,تعبير عن رأي سلبي,مصدر لفعل المعارضة وعدم طاعة الأوامر
استمال,awn3-01811849-v,46106,اِسْتَمَالَ,اِسْتَرْحَمَ|رَجا|تَضَرَّعَ إلى|تَضَرَّعَ ل|ضَرِعَ إلى|ضَرِعَ ل|اِلْتَمَسَ|اِسْتَغْفَرَ|سَأَلَ|اِبْتَهَلَ|اِبْتَهَلَ إلى|نَاشَدَ|اِسْتَرْضَى|تَوَسَّلَ إلى|تَوَسَّلَ ب|اِسْتَعْطَفَ|طَالِبٌ|طَلَبَ|طَالَبَ|نَاشِدٌ|نَاشِدَةٌ,يكون جذاباً,الرحمة والعطف والعون
داعم,awn3-10501805-n,46397,نصير|مؤيد|داعم,مُؤَازِرٌ|مُسَانِدٌ|مُدَافِعٌ|مُؤَيِّدَةٌ|مُرَافِقٌ|سَنَدٌ1|مُغِيثٌ|مُعِينٌ|مَدَدٌ|ظَهِيرٌ|مُجِيرٌ|عَوْنٌ|نَاصِرٌ|مَعِينٌ|مُسَاعِدٌ|مُعَاوِنٌ|عِضَادَةٌ|عَضُدٌ|عُصْبَةٌ|مُشَجِّعٌ,من يدعم أو يؤيد بحماس,الشخص الذي يقف مع غيره في الشدائد ويقدم له الدعم لا يفارقه ويُعتمد عليه الش
منضده,awn3-04386330-n,46667,مِنْضَدَة|طَاوِلَة,وَلِيمَةٌ|سِمَاطٌ|قِرَىً|طَعَامٌ|عَقِيقَةٌ|مَأْدَبَةٌ|مَأْدُبَةٌ|مَائِدَةٌ|خُوَانٌ|خِوَانٌ|سُفْرَةٌ,قطعة أثاث عبارة عن خشبة مستوية عريضة ترتكز على أربع قوائم عمودية وتوضع عليها الأشياء,وصف يطلق على مجموعة المأكولات المعدة والمرتبة على مكان مخصص لتناول الطعام
تغذيه,awn3-07586285-n,52032,طَعَام|أُكْل|تَغْذِيَة|قُوْت,تَزْوِيدٌ|تَمْوِينٌ,المواد التي تغذي الجسد,عملية إرسال ما يلزم الشخص من أشياء هو بحاجة اليها كالمؤن والثياب والاسلحة في حالة الحرب
حنطه,awn3-07819521-n,49457,حِنْطَة,حَبٌّ|غَلَّةٌ|حَبَّةٌ,نوع من الحبوب ، يمكن طهيه كاملاً أو طحنه ، ويطحن عادة إلى دقيق,بذور نبات القمح
قطع ناقص,awn3-13900945-n,52900,قَطْع نَاقِص,شَكْلٌ ناقِص|إهليلَج,منحنى مستوٍ مغلق ينتج عن تقاطع مخروط دائري ومستوٍ يقطعه كلياً,المحل الهندسي لنقطة تتحرك في المستوى بحيث يكون مجموع بعديها عن نقطتين ثابتتين في المستوى ثابتاً وتسم
توابل,awn3-07825344-n,52014,تَوَابِل|مَادَّة مُنَكِّهَة,تابَلٌ|تابِلٌ,ما يضاف إلى الطعام ويجعل نكهته مختلفة,مادة جافة ومطحونة تؤخذ من النباتات والأعشاب تخلط مع الطعام من الزيوت والحوامض مثل البقدونس والزعتر و
تبقي,awn3-02746620-v,52387,تَبَقَّى,ظَلَّ2|بَقِيَ|بَقِيَ ب|بَقِيَ في|بَقِيَ من|تَبَقَّى من,,حالة الشيء إذا دام وثبت في ما كان فيه
مؤشر,awn3-07277247-n,47962,مُؤَشِّر,كِنَايَةٌ|تَلْمِيحٌ|رَمْزٌ|عَلَامَةٌ|دَلِيلٌ|دَلالَةٌ|إِشَارَةٌ|إِثْبَاتٌ,إشارة لجذب الانتباه,ما يستدل به على الشيء
دعاء,awn3-07203790-n,51048,تَضَرُّع|صَلاة|دُعَاء,دَعَا1|دَعَا1 إلى|دَعَا1 ب|دَعَا1 على|دَعَا1 ل,عمل ديني يتضمن التواصل بين العبد والإله لطلب الرحمة أو الشكر,تَمَنَّى الشخص الخيرَ لغيره سأل وطلب الخير لغيره
صبا,awn3-15290845-n,48531,شَبَاب|صِبَا,وُلُودِيَّةٌ|طُفُولَةٌ|صِغَرٌ,المرحلة العمرية المبكرة حيث ذروة القوة والنشاط,المرحلة العمرية ما بين الميلاد والبلوغ
انقاص,awn3-13479774-n,46757,خَفْض|إنقاص,اِنْخِسَافٌ|اِنْحِطَاطٌ|تَدَنٍّ|تَقْلِيلٌ|اِنْخِفَاضٌ|تَقَوُّضٌ|حَسْمٌ|تَقَهْقُرٌ|نُزولٌ|اِنْحِدَارٌ|تَصْغِيرٌ|تَدَهْوُرٌ|زَلّةٌ|خَصْمٌ|سُقُوطٌ|هُبُوطٌ|اِنْهِيَارٌ|تَخْفِيفٌ|اِخْتِصَارٌ|وُقوعٌ|تَنْزِيلٌ|تَخْفِيضٌ|سُفُولٌ|تَغَوُّرٌ|حَطٌّ,النقصان إلى شيء أصغر أو أقصر أو أقل,إنزال الشيء وخفضُه وتدنِّي مستواه
بخت,awn3-11438574-n,46691,حَظّ|بَخْت,قِسْمَةٌ|كِفْلٌ|حُظْوَةٌ|نَصِيبٌ|رِزْقٌ,أمر غير متوقع يؤدي إلى نتيجة سعيدة,وصف لمقدار ما يحصل عليه الشخص من مادة أو مكانه كشيء مقدر أو كناتج لجهد وعمل
اشفاق,awn3-07569189-n,46406,إشْفَاق|شَفَقَة,مَرْحَمَةٌ|مُوَاسَاةٌ|تَحَنُّنٌ|مَحَبَّةٌ|إِحْسَاسٌ|حِسٌّ|إِحْسَانٌ|لُيُونَةٌ|عَطَفَ|عَطَفَ إلى|عَطَفَ على|تَعَطَّفَ|تَعَطَّفَ ب|تعطَّفَ على|رِفْقٌ|حَدَبٌ|عَاطِفَةٌ|لِيْنٌ|لُطْفٌ|تَعَاطُفٌ|وَعْيٌ|حُنُوٌّ|تَحْنَانٌ|مَوَدَّةٌ|أَنَاةٌ|رِقَّةٌ|رَحْمَةٌ|رَأْفَةٌ|شُعُورٌ|حَنَانٌ,شعور قوي بالحزن والتعاطف مع آلام الآخرين والاستعداد لمساعدتهم,استعدادٌ نفسيٌّ ينزِعُ بصاحبه إِلى الشعور بانفعالات إيجابية رقيقة والقيام بسلوك تجاه الآخرين كالرفق 
فخذ,awn3-05569882-n,46354,فَخِذ,عَشِيرَةٌ|سُلَالَةٌ2|قُرْبَانٌ|قُرْبَىً|أَنْصَارٌ|عِشْرَةٌ|أَهْلٌ|آلٌ2|قَبِيلَةٌ|قَرَابَةٌ|خَاصَّةٌ|أُسْرَةٌ|حَاشِيَةٌ|حَشَمٌ2|عَائِلَةٌ|عَمَارَةٌ|عَصَبةٌ2|مَعْشَرٌ|عِتْرَةٌ 1|آصِرَةٌ|رَهْطٌ|رَحِمٌ|نَسْلٌ|نَسَبٌ|شِيعَةٌ|فَصِيلَةٌ|بَطَانَةٌ2|بِطَانَةٌ|عَيِّلٌ,الجزء العلوي من الرجل بين الركبة والورك,جماعة من الناس وهم الرجل
